,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,rt.sulfur.dioxide
706,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5,3.605551275
1270,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,7.416198487
440,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,4.795831523
4497,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,5.830951895
4621,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,6
4458,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,6
29,7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6,4.123105626
578,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,6.92820323
4354,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6,5.830951895
2261,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5,7.549834435
4560,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7,4.69041576
3030,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,4.69041576
2066,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5,4.582575695
2583,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.358898944
1638,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6,6.557438524
1393,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,3.872983346
2326,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,2.645751311
1756,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,6.8556546
4194,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,5.099019514
3361,7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,7,3.464101615
4894,6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,4.898979486
153,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,4.795831523
3978,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,4.242640687
2297,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7,6.8556546
897,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6,7.211102551
2912,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,6.164414003
916,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,3.31662479
2426,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,4.123105626
2468,7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6,5.196152423
4150,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,6.32455532
2930,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,6.244997998
2352,7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,7.280109889
1425,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,4.69041576
2593,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5,5.656854249
4352,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,5.830951895
583,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,6.633249581
1034,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,6.670832032
1514,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,6.92820323
1657,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5,4.582575695
3918,6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,7
3652,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,7.141428429
3522,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7,7.810249676
74,8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6,3
4014,6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,7.483314774
3350,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,5.099019514
304,6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,6.480740698
1320,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5,7.681145748
2879,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,5.916079783
3954,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,6.708203932
3767,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,7.681145748
3762,6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4.69041576
763,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,7.416198487
1649,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,5.567764363
2855,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,5.385164807
2926,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,8.185352772
3998,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,6.08276253
2984,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,6.92820323
2773,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7,6.244997998
1787,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,5.385164807
1653,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4,5.385164807
2831,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5,7.681145748
3366,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7,5.099019514
2978,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,6.708203932
1772,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,6.32455532
3570,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,3.872983346
2570,6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,5
3569,7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7,5.567764363
1786,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,8.544003745
3249,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7,6.403124237
3325,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,3.605551275
2784,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,5.656854249
2561,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,3.31662479
1379,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,6.782329983
3576,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7,5.656854249
4309,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,4
4091,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6,6.633249581
1361,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,7.483314774
2948,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,5.196152423
1632,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,3.741657387
584,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,5.099019514
2422,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,5,7.280109889
1182,7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,4.472135955
4742,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6,6.480740698
689,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6,7.810249676
105,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,7.211102551
2446,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,6.363961031
48,6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,5,7.874007874
2565,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,5.291502622
1364,6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,3.872983346
20,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5,5.830951895
2769,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,2
3580,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,3.741657387
4765,5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,5.830951895
3467,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,6.164414003
4008,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,4.582575695
1517,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,7.280109889
4834,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,5.744562647
3360,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,5.567764363
1603,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5,5.196152423
1411,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,6.244997998
3448,6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6,5.744562647
562,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,6.244997998
3683,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,6.244997998
1881,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,6.708203932
4674,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,6.08276253
1276,6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,4.472135955
3795,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5,4.69041576
2534,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5,7.280109889
4469,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,5.567764363
1048,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,2.236067977
2713,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,6.8556546
4510,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5,3.741657387
1288,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7,5.916079783
3468,6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5,7.348469228
4483,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6,6.08276253
2714,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,7.483314774
2586,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.358898944
2368,7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,6.32455532
2303,6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,7.071067812
719,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,6.403124237
1873,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,5.099019514
4367,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6,4
3247,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6,6.244997998
4314,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,4.358898944
2279,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,7.549834435
1094,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,5.385164807
2747,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,6.633249581
3831,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,4.795831523
459,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,5.567764363
2746,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7,4.358898944
3577,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,5.916079783
3009,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,7.348469228
3130,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6,6.08276253
2790,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,6.480740698
2455,7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,7.615773106
4628,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,4.898979486
1138,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,8.366600265
4557,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,5.656854249
3843,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,6
1842,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,6.08276253
607,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,6.164414003
2988,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,5.385164807
389,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,5.385164807
4277,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,5.196152423
4479,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,7.280109889
1777,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,6.480740698
4169,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6,5.477225575
1764,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,4.242640687
1959,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,7.280109889
2893,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,8.185352772
4684,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,6,6.244997998
4855,6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,6,4.69041576
2065,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,7.141428429
2184,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,5,6.164414003
4764,5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7,6.708203932
3504,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7,4.582575695
1845,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,4.582575695
3029,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,4.582575695
2176,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7,6.964194139
1399,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,5.916079783
1813,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,4.898979486
136,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,6.633249581
4327,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,6.633249581
2310,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6,3.31662479
3173,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,5.830951895
2273,6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,5.291502622
3958,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,3.872983346
1825,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,5.916079783
4141,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,7.141428429
720,7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,5.916079783
1763,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7,4.472135955
3600,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,7
4103,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,7.348469228
2934,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,6.403124237
4882,5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,5.830951895
4466,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,5.656854249
1940,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,5.916079783
802,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,7.810249676
1651,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,5.196152423
4457,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,6
522,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,2.828427125
2544,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,3.872983346
2929,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,6.708203932
3541,7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,5.196152423
617,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,4.242640687
2651,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5,6.557438524
2902,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,6
1671,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6,5.744562647
3464,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7,6.32455532
3191,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7,5.567764363
619,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6,7.211102551
2977,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,5.830951895
3186,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6,7
67,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,5.196152423
3442,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5,5.567764363
1103,6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5,7.681145748
3138,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,6.480740698
431,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,6.92820323
3368,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,5.477225575
3884,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,5.830951895
4185,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,4.898979486
2444,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5,6.32455532
253,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,6.32455532
276,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,7.141428429
2872,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,4.472135955
1449,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,4.242640687
1197,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,6
1346,7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,6
4629,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,4.898979486
7,6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6,5.477225575
3157,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,5.291502622
249,5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,3.464101615
2325,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5,7.348469228
2158,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,5.567764363
1913,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4.472135955
4244,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6,4.847679857
334,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,5.477225575
4351,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6,3.741657387
2578,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5,7.937253933
2767,6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,6
4249,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,5.099019514
2479,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,7.615773106
3828,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,3.605551275
4677,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6,6.403124237
3664,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,7.681145748
4692,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,6.164414003
2135,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6,6.164414003
3901,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,4.123105626
3404,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,5,7.211102551
2774,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,4.69041576
2697,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,6
2509,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,6.708203932
3148,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,6.708203932
1285,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,5.099019514
911,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,4.898979486
612,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,3
3887,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,5.830951895
1550,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,4.123105626
218,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,7.416198487
4370,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,6
3280,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,4.795831523
1079,6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,7.483314774
1868,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,5.830951895
397,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,5.477225575
4716,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,4.123105626
861,8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,6.164414003
1910,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,6.32455532
2354,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7,6.782329983
3778,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,6.403124237
732,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6,8.831760866
808,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6,7.416198487
4601,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,4.472135955
3133,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,6.08276253
4307,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,7.141428429
303,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,6
158,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,6.164414003
2301,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7,5.291502622
4486,6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6,3.464101615
3489,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,5
4108,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6,6.708203932
1708,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5,6.92820323
2118,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5,5.099019514
1189,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6,6.708203932
4099,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,5.477225575
2681,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,7.211102551
3653,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,4.123105626
2411,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,5.477225575
4058,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,6.164414003
3873,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,7.937253933
1061,8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,5.477225575
2856,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,6.782329983
2030,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,6.708203932
3682,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,6.08276253
